"content","username","tweet_published_at","type"
"@cnd_nptr tapi coldplay coy kapan lage doi ke indo","holoiscoming","2023-05-09 02:00:51+07","replied_to"
"jasa war tiket coldplay di kisaran berapa ya fee nya? Takut bgt ga dapet nangis w huaaa","sayonarayos","2023-05-09 02:00:23+07","tweet"
"@ranebaebee Sebenernya emg pengen nonton Coldplay dari lama sebelum ngestan seventeen bahkan. Tapi lebih memilih untuk nonton seventeen. Pertimbangannya banyak si, jd berat nonton sebongnya","ranislice","2023-05-09 01:59:38+07","replied_to"
"kemarin war tiket yura aja aku gagal, apalagi war coldplay. hahaha","putricynthiaeka","2023-05-09 01:59:09+07","tweet"
"Liat seatplan bocoran Coldplay wa keinget @nickoakbar :(","4mod_","2023-05-09 01:58:40+07","tweet"
"Coldplay dibawa PK yang bawain LANY kemarin. Semoga bagus lagi soalnya pas LANY kemarin bagus sih. 😁","ddetecctive","2023-05-09 01:58:39+07","tweet"
"gerd gw ampe kambuh nih gegara nunggu announcement nya coldplay","shafirawulandr","2023-05-09 01:58:37+07","tweet"
"kira kira kalo coldplay beneran ke indonesia, bakal kebagian dapet tiketnya ngga ya","rizalmauulana","2023-05-09 01:58:25+07","tweet"
"Ketar Ketir!!
Para pejabat daerah yg kongkalikong membantu KKB Bakal di sikat!!
Identitas para pengkhianat sdh dikantongi Kapolda Papua.  
Ayoo pak Polisi! Usut tuntas! 
Sikar smua yg terlibat.

#HancurkanKKBSampaiKeakar2nya
Farhan Arab BSI Mobile UNPAD Coldplay https://t.co/4HQM394kzo","catatankaqihati","2023-05-09 01:56:26+07","tweet"
"@ranislice iya kannn, takut gegabah kalo pengen nonton coldplay. takutnya cuma pengen fomoan aja 
trus habis itu sebong umumin world tour, nangis:"")","ranebaebee","2023-05-09 01:55:04+07","replied_to"
"@IDWantsColdplay @coldplay bjirr jd berharap","itsnaadia","2023-05-09 01:54:01+07","replied_to"
"@seupnghan Oh ini rumor plnya coldplay ca","jiheoneyy","2023-05-09 01:53:23+07","tweet"
"coldplay adalah nidji","anugrahrezkita","2023-05-09 01:53:13+07","tweet"
"@SupirPete2 ini mi kah coldplay?","ilhamilahude","2023-05-09 01:53:11+07","replied_to"
"Udah ngebayangin pertumpahan darah war tiket coldplay, w udah minder duluan mau ikut war 😭","serokyeomnin","2023-05-09 01:51:58+07","tweet"
"emangnya price list coldplay udh rilis?","siganeungold","2023-05-09 01:51:57+07","tweet"
"Cari uang yg banyaa biar bisa ngonser coldplay HAHAHAHAH tp ga mgkin si tp ya aminin dlu aj kli ya","callmeenji__","2023-05-09 00:55:38+07","replied_to"
"Kabar baik woii, masa udh ada yg spill harga tiket coldplay di range 800-5jt. Isunya penjualan tiketnya bca presale 17-18 mei, public on-sale 19 mei. Dh kuduga pasti bbrp hari setelah announce lgsg jual tiket, tpi ini baru rumor si. Dri 2 akun promotor si udh keliatan hilalnya https://t.co/I8YvkcQCXw","ipnyau","2023-05-09 01:51:08+07","tweet"
"Jokowi Sukses Bangun Papua! 
Ayoo coba hitung, selama hampir 10thn, berapa kali @jokowi ke Papua? 
Bahkan Jokowi tak segan bermalam di Papua. 
Ketua EMP Prov Jawa Timur ungkapkan pembangunan di Papua berkembang pesat
#HancurkanKKBSampaiKeakar2nya
UNPAD Arab Salma Coldplay Farhan https://t.co/E22vcDb0oz","catatankaqihati","2023-05-09 01:51:00+07","tweet"
"@ranebaebee Sebenernya pengen nonton, tapi budgetnya cuma antara milih nonton Coldplay atau nonton sebong","ranislice","2023-05-09 01:50:59+07","replied_to"
".

Yaaaaaaa... PEMENANGNYA ADALAHHHH!!.....

CAMERAMEN.💃

.

ARAB Partai Keadilan Sejahtera UNPAD Coldplay Salma Farhan Rivan Giselle https://t.co/mjLMWZ680b","VellocityBEE","2023-05-09 01:50:36+07","tweet"
"Nervous nk tunggu official announcement coldplay ni.. pastu jauh di sudut hati rasa mcm tak berjaya beli tiket nnt😂","Nana_NshSkn","2023-05-09 01:40:37+07","tweet"
"Wishing everybody a good day ahead kecuali kaum2 fomo yg cuma tau i want something just like this ato my universenya coldplay tp sibukin konsernya, sama kaum2 tukang caloin tiket.

Esp yg caloin tiket, moga mencret seminggu.","haebaragii9","2023-05-09 01:50:18+07","tweet"
"baru dapet tiket suga dah harus mikir coldplay kah ak ini","strawjinrry","2023-05-09 01:49:39+07","tweet"
"ahtahik lah bagus bgt livenya coldplay 🥲","dorrykahar_","2023-05-09 01:49:36+07","tweet"
"@aiurshoonx coldplay di gbk","zuitars","2023-05-09 01:49:26+07","replied_to"
"Alhamdulillah udah kesampean nonton westlife 😭
Tinggal muse sama coldplay 🥺
Semoga semuanya selalu diberi kesehatan..","zsaskizsas","2023-05-09 01:49:19+07","replied_to"
"tag wtb wts tiket coldplay jasa war jaswar jasa titip war jasa tiket","_maucuan","2023-05-09 01:44:50+07","retweet"
"OPEN SLOT JASA WAR TIKET COLDPLAY 2023 in JAKARTA! Udah keisi 8 slot. Close sampe 15 slot😽👍🏻
testi jasa war tiket PAKAI DATA SENDIRI atau PAKAI DATA OWNER ada di https://t.co/SIGM5mGQj1 ya &lt;3 untuk fastrespon bisa langsung dm atau ke wa di bio &lt;3
#zonauang #zonajajanᅠᅠᅠ","_maucuan","2023-05-09 01:44:31+07","tweet"
"tak kira nak pi jugak konsert coldplay tu","martheyah_","2023-05-09 01:44:22+07","tweet"
"@aiymasithah @IDWantsColdplay @coldplay Okkk tengkyuu","missoriginalsix","2023-05-09 01:44:12+07","replied_to"
"@IDWantsColdplay @coldplay Gile sih ini tiket bakal mahal banget war-nya juga lebih gila lagi pasti 🥲🥲🥲","putrisuryawan","2023-05-09 01:36:38+07","replied_to"
"AYO COLDPLAY GW UDAH SIAP","graceoncrack","2023-05-09 01:44:10+07","tweet"
"@Aprilline06 HAHAHAHAHAHA ntar pas badminton dan coldplay aja kakkkk WKWKWKWWK","putricynthiaeka","2023-05-09 01:44:08+07","replied_to"
"Tiketnya coldplay sectionnya banyak ya, cakep si ada cat restricted view juga 🤌🏻","dynsalja","2023-05-09 01:43:15+07","tweet"
"open jasa titip tiket coldplay in jakarta

⚠️fee 400k/tiket
⚠️diurus sampe tiket fisik
⚠️ boleh dp tapi h-1 ticketing wajib lunas (((jika sudah keluar seating plan)))

yuk yg mau langsung dm or wa aja!! 

wts wtb tiket konser coldplay jakarta jastip tiket coldplay https://t.co/tp9zTTaUv2","KstuffPoscha","2023-05-09 01:43:12+07","tweet"
"Degdegan gue pengumuman coldplay hr ini, padahal gue mau nonton karna fomo aja 🤣 ya suka sihhh tapi tuh kalo suasana konsernya b aja gue gamau nonton. Karna suasananya itu bikin fomo","enotmr","2023-05-09 01:40:16+07","tweet"
"COLDPLAY BNRAN KE INDO KAHHH","gguksmoon","2023-05-09 01:40:15+07","tweet"
"Polsek jajaran Polres Grobogan mengumpulkan seluruh perguruan silat di wilayahnya yang mengakibatkan keresahan.

https://t.co/zCsG7vm81Q

#kerusuhan #perguruan #silat #polresgrobogan #grobogan #perguruansilat #bentrok

Tag :
Coldplay Brighton Lulu UNPAD Mullet SEA Games 2023 https://t.co/35VbGRZGMW","suaramerdeka","2023-05-09 01:39:08+07","tweet"
"@jiheoneyy ohhh ku kira smtown, coldplay murahhh juga kalo segitu","innjeolm","2023-05-09 01:38:57+07","replied_to"
"Ya Allah, semoga Hafizzul Afiq mampu dan berjaya beli tiket concert Coldplay di Malaysia","Jolpsy","2023-05-09 01:35:23+07","tweet"
"bismillah dapet tiket coldplay T_T","itshun_xx","2023-05-09 01:38:32+07","tweet"
"Harga tiket Coldplay dah keluar belum?","monstatataa","2023-05-09 01:38:01+07","tweet"
"lha ndi iki info coldplay","agbrilyan","2023-05-09 01:37:56+07","tweet"
"Semoga dpt tiket coldplay","flitthorne","2023-05-09 01:37:37+07","tweet"
"@innjeolm Oh bukan rumor plnya coldplay 😬","jiheoneyy","2023-05-09 01:37:32+07","replied_to"
"bau2mya announce ticketing coldplay hari ini..... huff semoga jual tiketnya bulan depan ajaa","iwoofgyu","2023-05-09 01:34:52+07","tweet"
"C = 3
O = 15
L = 12
D = 4
P = 16
L = 12
A = 1
Y = 25

3+1+5+1+2+4+1+6+1+2+1+2+5=34

3+4=7

Di China, angka 7 dipercaya sebagai angka keberuntungan. Penyebabnya sederhana, pengucapan ""tujuh"" dalam bahasa Cina mirip dengan pengucapan kata ""bangkit"" dan ""hidup"". @coldplay","karfianda","2023-05-09 01:34:43+07","tweet"
"Coldplay. 22 Nov 2023. Stadium Nasional Bukit Jalil.","nisairina","2023-05-09 01:35:22+07","tweet"
"Pengen nonton Coldplay 🥹 tapi apa daya, masalahnya ada di ""uang""","manggip17","2023-05-09 01:34:09+07","retweet"
"INFOOOO, aku bakal open jastip coldplay ya guys! staytune untuk snk nyaa, secepatnya aku upload 💓 
testi bisa di cek di bio aku ✨
#Coldplay #ColdplayInJakarta #ColdplayJakarta","p3rempuan","2023-05-09 01:24:03+07","tweet"
"dicari: gandengan buat nonton coldplay.","sakotrak","2023-05-09 01:34:03+07","tweet"
"udah ada 2 orang yg ajakin nonton coldplay😐","chenlegudeg","2023-05-09 01:33:37+07","tweet"
"Daesun open jastip coldplay ya🙌🏻 tapi tunggu detail announcement dari promotor dulu..☺️🙏🏻","itsdaesun","2023-05-09 01:31:39+07","tweet"
"Maleh aku tl asyik kuar pasal concert coldplay 🫠🫠","chelathv","2023-05-09 01:29:43+07","tweet"
"Yg udh pernah nonton Coldplay justru yg paling ganas mau ngincer tiket. Ya bebas sih😆, tp ak jdi insecure","wullandaa","2023-05-09 01:29:38+07","tweet"
"@thesyaigal @coldplay faham","puteriarchy","2023-05-09 01:29:05+07","replied_to"
"@stellrskies iyaa coldplay neii","druigc","2023-05-09 01:26:42+07","replied_to"
"Coldplay nak datang Malaysia eh. Ok ngam. Jadi, Morrissey bila pula? Ayuhlah ke mari. Ayuhlah Morrissey.","AliasZareq","2023-05-09 01:26:03+07","tweet"
"@druigc tiket coldplay atau bukan ce???","stellrskies","2023-05-09 01:25:57+07","replied_to"
"Eh lupa hari ini ada official announcement concert tour nya Coldplay 😳","shafiraand_","2023-05-09 01:23:55+07","tweet"
"Coldplay hari ini annouce nih wkwkwk
PK ent ya, kemungkinan bakal pake https://t.co/JQZOh2fFbG https://t.co/9KWCOERKqr","mrsyoongl","2023-05-09 01:23:46+07","tweet"
"our proof untuk jastip suga kemarin yaa guysss, yang mau jastip untuk coldplay boleh ditunggu announce resminyaa yah🥰💐 https://t.co/gQAG9D9ICV","tripkitaidn_","2023-05-09 01:23:21+07","tweet"
"kayanya harus lepas yoongi buat coldplay juga HUHU😭","nhun","2023-05-09 01:30:35+07","tweet"
"Hari ni dgn announcement coldplay, dgn nk beli merch tour d-day suga. Lps tu kena masuk office😌beginilah putaran kehidupan.","zattysapinaz","2023-05-09 01:25:30+07","tweet"
"Apakah impianku buat nonton konser coldplay taun 2017 dulu bakal kejadian taun ini 🥺🙏🙏🙏","ratriraras","2023-05-09 01:22:42+07","retweet"
"ngeri dah ini pk ent udah upload billboard coldplay t___t","aeckermanc","2023-05-09 01:22:16+07","tweet"
"Pengumuman konser coldplay asia kapan si?? Hari ini apa besok 🤨","rarrkive","2023-05-09 01:21:43+07","tweet"
"ngewar tiket konser coldplay dpt ga ya 😩","cwkmoo","2023-05-09 01:20:26+07","tweet"
"@IDWantsColdplay @coldplay Satu tiket aja cukup 🙏🏻😭😭😭","murniahmadi","2023-05-09 01:19:40+07","replied_to"
"YOK BISA YOK COLDPLAY","eggllena","2023-05-09 01:17:42+07","tweet"
"@IDWantsColdplay @coldplay Mudah2an tiketnya mulai dijual bukan Juni 🙏🏻","rayoflighted","2023-05-09 01:14:30+07","replied_to"
"@missoriginalsix @IDWantsColdplay @coldplay gak kok pake bank lokal. kan promotor lokal","urmoonn","2023-05-09 01:14:05+07","replied_to"
"siap geger coldplay hari ini.","ikhyadhika","2023-05-09 01:13:38+07","tweet"
"Yang punya hobi kpop tapi dimintain tolong sama penggemar coldplay buat war ticket concert, karna yang punya hobi kpop lebih berpengalaman masalah ticketing 🙂","TrySusiana","2023-05-09 01:13:17+07","retweet"
"@noheaneLa @infotwitwor_ cewek yang punya hobi utama kpop biasanya males sih. hobi utama denger musik kpop + ngestalk sosmed idola, hobi sampingan nonton drakor, belanja online, main game. 

mending cari cewek yang hobi utamanya masak atau baking. hasil eksperimennya masih bisa dinikmati bareng2.","CFC_Jak","2023-04-28 16:01:41+07","replied_to"
"pen ngonser coldplay gatau ngajak siapa anjir","marsrunner","2023-05-09 01:12:34+07","tweet"
"sahabat coldplay dan yang fomo 😭😭😭","biancoenero__","2023-05-09 01:11:02+07","retweet"
"@santo91192 @kakeanekowe @Krowbar13 Sangat yakin, karena semua band yang lu sebutin itu sangat-sangat lebih baik dan lebih bagus daripada Coldplay baik dari segi komposisi, aransemen, kualitas bermusiknya dll. Intinya Coldplay itu band busuk dan band jelek. Selera musik pendengarnya pun sama jeleknya","Pionel_Pussi","2023-05-09 01:09:58+07","replied_to"
"dari tadi pagi scroll tw id wants coldplay takut bgt udah di announce😭","oppasmile","2023-05-09 01:09:42+07","tweet"
"@IDWantsColdplay @coldplay DEGDEGAN BGT GUE","ssssselaaaaa","2023-05-09 01:09:37+07","replied_to"
"@Ladyartemis1306 Kamu nonton coldplay jg tas?","NamjoonGranger","2023-05-09 01:06:38+07","replied_to"
"@coldplayxtra anjirr otw blg ayah ada coldplay di Indo (⁠･⁠o⁠･⁠;⁠)","skiesforjin","2023-05-09 01:05:58+07","replied_to"
"@FarahZkr @IDWantsColdplay @coldplay wkwk. gua uda ga excited. lebih tertarik the weekend.","cindereyay","2023-05-09 01:05:57+07","replied_to"
"@NippleCulTech tp masa coldplay ga ke ausie?","chillscago","2023-05-09 01:05:06+07","replied_to"
"Coldplay udh mau announcement😭 gw jg mau nonton Coldplay sma smtown plis lah ini biar bisa budgetin tiketnya 😖😠😞","ctrmtr","2023-05-09 01:05:01+07","replied_to"
"@lodhso Mw breng nga kmu kita selfie sama coldplay mreka pgang ktp nnti","brenbrndn","2023-05-09 01:04:26+07","tweet"
"Masih menunggu konser lagu terfavorit di tunggu-tunggu oleh masyarakat Indonesia 😆

#ColdplayJakarta #Coldplay #Indonesia https://t.co/xsVS9q7Axz","mfathanmh_","2023-05-09 01:02:32+07","tweet"
"@IDWantsColdplay @coldplay Kl layout begini mau yang mana? https://t.co/MTWETfa4S2","moftwo316","2023-05-09 01:02:14+07","replied_to"
"@gandakusuma22 @BonnySidharta Setuju, setelah masukin edm udah bukan coldplay lagi","evnevn","2023-05-09 00:58:33+07","replied_to"
"Ttp dateng ajalah ke tour coldplay walau smisal gadapet tiket ntar ngemper di mana gt yg pnting kdengeran wkwkwk","cityofsaf","2023-05-09 00:58:25+07","tweet"
"demi Allah pagi2 dapet kabar baik gue mau dibeliin tiket coldplay sama pak tanto woi😭 dia nanya mau cat apa gw malah jawab cat 5 wkwkwk","ssyekaaa","2023-05-09 00:57:18+07","tweet"
"dan konser coldplay bakal ada campur tangan langsung dari kementrian satu ini wkwkwk","sariebut","2023-05-09 00:57:13+07","tweet"
"Yok bisa yokk berdua fajar nonton coldplay omggg bucketlisttt🥺🥺","Kimjuncottonizz","2023-05-09 00:56:06+07","tweet"
"Karena 18 November Coldplay udah di Ostrali, kira-kira di Indonesia ada berapa show ya?
Berapa lama durasi angkut logistik antar-negara?
Kirain bakal nyampe weekend. Hmm. https://t.co/oh6bQXzxIJ","constantane","2023-05-09 00:56:04+07","tweet"
"Ga sabar nunggu pengumuman Coldplay bener atau engga, smoga ada range harga tiket jg🧐","hujanderasnya","2023-05-09 00:54:39+07","tweet"
"Nonton coldplay apa akhir Juli nonton Ipul.","vAnz_jft96","2023-05-09 00:51:12+07","tweet"
"Aku mmg minat giler dgn Coldplay. Teruja jgk nak gi konsert, tp bila fikir senang tak nak solat nanti? Rasa mcm xpelah aku minta private concert Coldplay kat syurga nanti 😬😬😬","ftyhkdr","2023-05-09 00:50:30+07","tweet"
"@IDWantsColdplay @coldplay ya Allah klo pun bnrn kesini aku mau nntn ya Allah😭🙏🏻","uu_hlg","2023-05-09 00:50:01+07","replied_to"
"@IDWantsColdplay @coldplay Jadi @TYOrivera?","moerss41","2023-05-09 00:49:24+07","replied_to"
"Xsaba nunggu announcement coldplay tok https://t.co/BJqidRc8lu","DayangSafinas","2023-05-09 00:49:07+07","tweet"
"ticketing coldplay mei banget apa? 😭","lumuer","2023-05-09 00:49:02+07","tweet"
"@missoriginalsix @IDWantsColdplay @coldplay ngggaaa dong infonya sih ticketing pake https://t.co/3yT1V3NNR0 yg udh pasti pake idr","aiymasithah","2023-05-09 00:46:37+07","replied_to"
"@acalovjae Kakkk mw nanyaa klp jastip coldplay biasany susah gak yh","xxxwynnee","2023-05-09 00:44:08+07","replied_to"
"@chillscago Coldplay? Anyinc 🤣🤣 tgl 17-19 bgt","koyeshhh","2023-05-09 00:43:44+07","replied_to"
"Jastip tiket coldplay tolong DM saya, saya mau yang paling depan bawah, VIP kalo bisa","sxaphira","2023-05-09 00:42:44+07","tweet"
"9 mei:
- announce coldplay
- fanmeet wamil kai

dahlah😭😭😭","scrunchiesxy","2023-05-09 00:38:39+07","tweet"
"Selamat pagi duniaakuuu, semoga aku bisa nonton coldplay tahun ini aamiin","wiinup_amboii","2023-05-09 00:37:38+07","tweet"
"yang buka jastip coldplay yu bs yu","dukebeneviento","2023-05-09 00:37:20+07","tweet"
"Omg bneran kah Coldplay mau ke indo?","VitaSuga93","2023-05-09 00:37:19+07","retweet"
"Coldplay mun dah start juak ticket pdh k!","marrmara","2023-05-09 00:49:59+07","tweet"
"Ada yg tau jastip coldplay trusted gais??? Ayo drop drop 🙏🥲","cibluex","2023-05-09 00:37:12+07","tweet"
"wst mau nonton coldplay kok deg2annya lebih kenceng takut ga dapet tiket krn kalah sama calo &amp; ordal dibanding takut ga cukup duit ngonsernya 📈🤒tau sendiri kan, kuartal ketiga tahun ini menjelang musim apa? yak musim pol🦆. takut kalah war tiket sama pesenan org 🥲 https://t.co/TMAUwBgDVo","westenthu","2023-05-09 00:35:00+07","tweet"
"@IDWantsColdplay @coldplay Siap mengawali hari ini dengan berita baik! ლ⁠(⁠・⁠﹏⁠・⁠ლ⁠)","Virrlly","2023-05-09 00:34:32+07","replied_to"
"persiapan outfit buat nonton coldplay nanti. gausa yg ribet², pake simple aja kek gini https://t.co/lGraZuL7cs","sangkoclak","2023-05-09 00:30:51+07","tweet"
"Open Jastip COLDPLAY In Jakarta

✅️ Serious Buyer Only❗️
✅️ DIURUS SAMPAI TIKET FISIK
✅️ Fee 300k/tix
✅️ Fee balik 100% jika gagal dapat tiket
✅️ DP Bookslot 50k
✅️ Invite Grup WA
🔗 https://t.co/8oQH5g9pFo

tag : wts wtb jastip jaswar coldplay trusted concert konser https://t.co/P8zM84Wylx","maukonseran","2023-05-09 11:18:53+07","tweet"
"Coldplay Dijadwalkan Konser di Jakarta 15 November 2023 https://t.co/ouUDvnB3wR","IdKliksaja","2023-05-09 18:59:52+07","tweet"
"fyi penataan seatplan bornpink beda sama coldplay soalnya bp pake bentuk oval nyamping kanan kiri, coldplay depan belakang","cscwjh","2023-05-09 18:59:47+07","retweet"
"@sugaringcondet Tbz pasti!!!!!!! Kl itu terdepan!! Kl coldplay kek kmrn blackpink ud cukup soalnya gbk wakkaka","runndelia","2023-05-09 00:30:42+07","replied_to"
"Hari ini pengumuman Coldplay di Indonesia.","mstrseptember","2023-05-09 00:28:24+07","tweet"
"weh itu tiket coldplay udah ada pricelist nya kah?????","momogiluv","2023-05-09 00:27:56+07","tweet"
"@vincanindya Kayaknya bakal 5-6jutaan deh vin. Si Ed dulu segitu tp excl tax dll. Tergolong murah sih coldplay nih harganya, paling diresell aja yg mahal wkwk","rapmonvirgo","2023-05-09 00:27:43+07","replied_to"
"Anjay maranjay Coldplay beneran konser di Indonesia???","catsbutanything","2023-05-09 00:26:34+07","tweet"
"daniel caesar juga??? ANJING COLDPLAY HONNE BRUNO MAJOR JG ANJINGGGG GUE LG MISKINN😭😭😭","lanadelsgod","2023-05-09 00:25:55+07","retweet"
"felt💔💔💔 https://t.co/cbCPV0Oe3W","sskinnypandaxx","2023-05-08 19:17:00+07","tweet"
"worth it gaksi kl ambil yg paling murah buat nntn coldplay? soalnya mau nonton bgtt tp ada keperluan hal lain juga🥺😢","zzluyyy","2023-05-09 00:25:17+07","tweet"
"- FIBA World Cup
- FIFA MATCH DAY 🇮🇩 v 🇦🇷 (klo jd)
- Coldplay

Mana yg hrs dipilih?
Bikin tabungan jebol semua ni 🥲","arga11","2023-05-09 00:25:13+07","tweet"
"Dari kemaren banyak orang2 yg mau nonton coldplay, pasti riweuh nge war tiket ini sih. Coldplay ngga mau live di rcti aja kah","adityaRU","2023-05-09 00:24:10+07","tweet"
"@missoriginalsix @IDWantsColdplay @coldplay harusnya engga, kan dipegang promotor lokal","thisisindahh","2023-05-09 00:23:53+07","replied_to"
"@GarrdTutu @IDWantsColdplay @coldplay Temen gw ada yg di cat 4 tp viewnya sangat bagos","ThvRmcan","2023-05-09 00:23:31+07","tweet"
"ESQA SHEET MASK Rp10K
https://t.co/stJzNhiQd4

Tags: Coldplay Momo Salmon Nangis Salma Giselle 5So Tidur partai keadilan sejahtera tembalang Aceh MINWON JAYA JAYA JAYA Karen Mullet https://t.co/wkgISHFkGQ","infobaranglucuk","2023-05-09 00:23:28+07","tweet"
"Waa hari ini official announcement konser coldplay ya? Akkk 🤞🏻","vmuliana","2023-05-09 00:23:20+07","tweet"
"@hnnyhtr @IDWantsColdplay @coldplay Ada seat numbernya kak","ThvRmcan","2023-05-09 00:22:53+07","replied_to"
"@Aaaaaaayjshsji @gelembungbiyu @hnnyhtr @IDWantsColdplay @coldplay Iya sampingan","realpeesyway","2023-05-09 00:14:30+07","replied_to"
"sudah siapkah anda melihat official announcement konser coldplay hari ini🤡☠️","jenowsaurus","2023-05-09 00:22:09+07","tweet"
"@friskafdn @IDWantsColdplay @coldplay Kita lihat ya mba apakah pas jam kerja🥲","pppppaam","2023-05-09 00:20:20+07","replied_to"
"nangis bgt fyp gue coldplay semua","cinnamong1rl555","2023-05-09 00:20:16+07","tweet"
"@dhimassinggih_ @IDWantsColdplay @coldplay Nyenyenye","pppppaam","2023-05-09 00:19:59+07","replied_to"
"@IDWantsColdplay @coldplay wah rame foto ktp ini spertinya","novitsrx","2023-05-09 00:19:58+07","replied_to"
"hari ini ril pengumuman coldplay kh","12ul","2023-05-09 00:19:20+07","tweet"
"@westenthu Pertama suka coldplay grgr denger yg something just like this, abistu dengerin itu mulu semingguan ada kali😭","sptzan","2023-05-09 00:19:17+07","replied_to"
"GUYS AYO BELI JAJANAN AKUUU AKU MO NONTON COLDPLAY PLEAZEE","flywithshua","2023-05-09 00:18:37+07","tweet"
"@tvindonesiawkwk @azakizakaria coldplay kurang menarik, lek iki sing konser ning jkt budal ga akhi?","helmi_arif","2023-05-09 00:17:39+07","replied_to"
"Keknya klo BTS konser di Indonesia dan venue nya di GBK, harga tiketnya bakal mirip² Coldplay ya.. lebih murah gak mungkin, lebih mahal bisa jadi.","vincanindya","2023-05-09 00:16:03+07","tweet"
"Terlalu sibuk sama konser coldplay, 
Sampe lupa kalo Sum 41 bubar","achvj_","2023-05-09 00:14:24+07","tweet"
"Pagi2 dibuat shock tiket coldplay","yewee10","2023-05-09 00:14:20+07","tweet"
"Itu beneran tiket Coldplay paling murah 800k dan yg VIP 4jt++?","vincanindya","2023-05-09 00:11:24+07","tweet"
"Menunggu pengumuman resmi coldplay","prep_jek","2023-05-09 00:10:00+07","tweet"
"Pengumuman coldplay nyaa jam berapaa sii???","Uptomeajaa","2023-05-09 00:09:18+07","tweet"
"the cure sama coldplay boleh, karna mau ke jakarta!!!!😭😭😭😭😭 https://t.co/FL6X74AJZ6","msmsch","2023-05-09 00:08:43+07","tweet"
"@frshdida Bambini buun, asli lebih takut war daftar sekolah daripada tiket coldplay","anindyadimana","2023-05-09 00:07:40+07","replied_to"
"smtown apa coldplay duitku ga sebanyak ituuuuuuuuu","humblehee","2023-05-09 00:07:04+07","tweet"
"Jaehwan belum pernah nyanyi laginya Coldplay ya?
Aku mau izin dulu ini mau sama om Chris Martin 😁","aciciated","2023-05-09 00:06:46+07","tweet"
"Kalo gk bisa nonton yoongi… seengaknya bisa dapet tiket coldplay 🥺","K00KIT0KKI_","2023-05-09 00:06:43+07","retweet"
"Makin dilema antara ganti hp atau coldplay dulu 😭","bubblesignn","2023-05-09 00:06:31+07","tweet"
"fix ini mah coldplay ke indo 😭😭😭😭","inzygo","2023-05-09 00:05:00+07","tweet"
"Beli tiket coldplay KL aja kali ya sekalian jalan2 😌","dhyeraa","2023-05-09 00:04:32+07","tweet"
"@zzzzzzpai dulu pernah ngomong di stream ya sir kalo coldplay belum ke indo ga bakal nonton konser meskipun itu neckdeep yg kemaren ke indo, sekarang coldplay beneran ke indo","yaiiyourbae","2023-05-10 00:58:24+07","replied_to"
"@GRhs292374 @IDWantsColdplay @coldplay Hi kaa aku buka yah 🤗 testimony bisa cek bio atau pinned","Silvieoctavian1","2023-05-09 00:04:28+07","replied_to"
"Good morning 🌞
Semoga pagi ceria ini kita semua di berikan rezeki yang baik masalah berkurang di aminnnn kan 1 stadion nonton konser Coldplay 🤍🌻🙏🏻✈️","AdekFauzi","2023-05-09 00:03:40+07","tweet"
"@IDWantsColdplay @coldplay Amin 1 tiket😇","everglowstuf","2023-05-09 00:02:02+07","replied_to"
"@tanyakanrl Belum ada konfirmasih dari coldplay kok udah ada keluar harga tiketnya","sagitarii26","2023-05-09 00:01:31+07","replied_to"
"kemaren sih bantu war ticket justinbieber aja ga dapet ujung2nya beli di calo yg fee reasonable 🫠 trs yg blackpink ga ikutan HUHU gmn ni war ticket coldplay 😭","aetherrspace","2023-05-09 00:00:51+07","tweet"
"@txtdrkuliner Hemat pangkal nonton Coldplay https://t.co/aMHnljh17A","Ferdi_UlulAzmi","2023-05-10 06:59:25+07","replied_to"
"Termahal cuma 5juta, lebih murah dari pada BP...
MAK PENGEN LIAT COLDPLAY","jinniusgurl","2023-05-09 00:00:37+07","retweet"
"Dari pengalaman nonton bornpink kmrn let me tell you plus minus nya section ini buat kalian yg mau nonton coldplay in jkt : https://t.co/oITg4fjwUQ","haechanix","2023-05-09 11:29:43+07","tweet"
"Coldplay udah confirmed, The Cure dan BMTH masih samar.

Ealah udah ada Gogon lain lagi aja nih.

Metallica Live in Jakarta
Mei 2024 katanya :))))","popkalcer","2023-05-09 18:59:44+07","tweet"
"semoga sebelum november lulus, biar bisa nonton coldplay bareng dimas🥺","tomkeirblyth","2023-05-09 18:59:44+07","tweet"
"pengen nonton coldplay tp aku cuma tau lagu gravity sama fix you doang🥲","____tingkerbell","2023-05-09 18:59:43+07","tweet"
"Cara war tiket Coldplay Jakarta GBK 

Gini cara gue buat beli berbagai macam tiket konser beberapa tahun belakangan
#ColdplayInJakarta https://t.co/v5vIAQn1qq","fashakira97","2023-05-09 18:59:43+07","tweet"
"Mama mau nonton coldplay 😭😭😭","decocified","2023-05-09 18:59:42+07","tweet"
"@windypriscilla darurat kok coldplay 😮‍💨","elfahmioz","2023-05-09 18:59:37+07","replied_to"
"Bro cukup lah bilang cover album AHFOD coldplay ngikutin sempiternal nya BMTH, toh design awalnya kan sama sama bertema ""flowers of life"" dan design ini jg yg gua tau ga ada copyright, design ini udh ada dari jaman mesir kuno dan abad pertengahan. Emg fens bmth rata"" sumbu pendek","danielkatsube","2023-05-09 18:59:36+07","replied_to"
"Dipaksa pijet ditraktir dan kaget total 1.8jt😭
Banh mending beliin gw ticket coldplay lahh anjj😔","less__rice","2023-05-09 18:59:36+07","tweet"
