content	username	mentioned
@tanyakanrl Coldplay KPOP? Gk usa nonton nek gak ngerti iku band opo. Ngentek2i kuota tiket ae	sweleraku	['@tanyakanrl']
@kurniaoktv @IDWantsColdplay @coldplay Aku mau minta bayarin boss tambang nih, mau jg atuuhh	luvmatch4	['@kurniaoktv', '@IDWantsColdplay', '@coldplay']
"@westenthu Menangis😭aku diantara dua pilihan antara ambil cuti kuliah dulu bisa Nonton coldplay lake duit ukt/kuliah semester 5 cat1 uktnya aku😭
Aku ingin nyanyi my universe ama coldplay😭😭😭"	mochihihichi	['@westenthu']
@tteookkie @coldplay Okay bismillah😭❤️‍🔥❤️‍🔥	jjkookssi	['@tteookkie', '@coldplay']
@tanyakanrl ANJIR COLDPLAY JD BG KOREA	ilyouphoriaa	['@tanyakanrl']
Kita buat2 pi la minat Coldplay ni @coldplay	ahmadnasaruddin	['@coldplay']
@tanyakanrl SEJAK KAPAN COLDPLAY KPOP	aeripanas	['@tanyakanrl']
@borabie27 @IDWantsColdplay @coldplay 800-3,5 katanya sih ka	luvleypark	['@borabie27', '@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay Bah @MuhammadEk0 nunut oleh	Angga_K_P	['@IDWantsColdplay', '@coldplay', '@MuhammadEk0']
@IDWantsColdplay @coldplay haru rabu @mellyaryani16 🙃	hrstwan_	['@IDWantsColdplay', '@coldplay', '@mellyaryani16']
@imyoursaeng @IDWantsColdplay @coldplay @gyunyinkim Cek dm	bornt00die	['@imyoursaeng', '@IDWantsColdplay', '@coldplay', '@gyunyinkim']
"@IDWantsColdplay Shamelessly promoting...

Jastipan Coldplay nya, kakak

https://t.co/EYlFpVkeN2"	laraaacroft	['@IDWantsColdplay']
@coldplay Allahu Akbar	affrian__	['@coldplay']
@bocchitori @diggingupthegrv @westenthu Kalo cat 5 itu bagusnya kalo suka bikin/upload igs tentang flashlighg atau kembang api khas konsernya coldplay, nah itu cocok di cat 5, soalnya kan center ya jadi pas banget buat rekam seluruh vibes konser, pengalaman gue sih	corigensha	['@bocchitori', '@diggingupthegrv', '@westenthu']
@hnf_yoonmin913 Ka buka jasa war tiket dong 😭😭 kayaknya aku blm rejeki ketemu yoongi, tp semoga rejeki ketemu Coldplay dulu 😭	Slsxtna_jk	['@hnf_yoonmin913']
@untouchablee9 @IDWantsColdplay @coldplay Tenang ada pinjol	txtdarira	['@untouchablee9', '@IDWantsColdplay', '@coldplay']
@coldplay butuh ketiban duit segunung ini mah	cigarlattee	['@coldplay']
@auliajihaaan coldplay kyknya euphorianya gila bgt, aku juga pengen 🥹	icedamericanhoe	['@auliajihaaan']
@monstreza @oscarsagito Coldplay kembali ke hub karena kost kosong.	JetVeetlev	['@monstreza', '@oscarsagito']
"@GianranyDiva Aamiin. Ini yg paling penting. Gpp ga bs ntn konser coldplay skrg, Mudah2an nanti bs ntn konser coldplay di yurop yaa wuakkk. Hahaha aamiin. 
Insya Allah jadi. Ke grand mall ya?"	faninugrahaeni	['@GianranyDiva']
@shuablisse Pasti elu pengen coldplay 🥹	voirlebonheur	['@shuablisse']
@JR_Cyrillus @idextratime even 1d aja pas masih jaman audisi, cover lagu coldplay mulu🙃	oreofrappe_	['@JR_Cyrillus', '@idextratime']
@asrulmm rasanya murah sikit kot. ni harga tiket coldplay dekat indonesia https://t.co/Jugpwj9JTH	minato70036837	['@asrulmm']
@IDWantsColdplay @coldplay Nyari temen bareng dari tasikkkk?	4nn0dd	['@IDWantsColdplay', '@coldplay']
@idextratime biar adil pas indonesia vs argentina opening nya coldplay	kaizuro_	['@idextratime']
@idextratime jdi bingung mau nonton messi apa konsernya coldplay, soalnya ngga punya duit	tmlnsnxlouiss	['@idextratime']
@feliciasherlina Coldplay sih	g11lbert	['@feliciasherlina']
@sunkich @IDWantsColdplay @coldplay Mbj kalo presale bca 17-18 mei kak, kalo publiknya 19 mei	luvleypark	['@sunkich', '@IDWantsColdplay', '@coldplay']
@fanurainamin Bitter dengan TDS tak habis lagi. Now Coldplay pulak. So goodluck lah eh	yon_shappler	['@fanurainamin']
@IDWantsColdplay @coldplay MAU TANYA DONG, nnt harus langsung payment gt atau bisa tunggu sejam 2 jam deh setelah book?	missoriginalsix	['@IDWantsColdplay', '@coldplay']
@xdidiandrax Why the organizer have to be @PRWorldwide   ????? this Organizer is damn problematic 😌 Remember what happened to Bieber concert, refund orang sampai ke sudah delay	ezyezzreen	['@xdidiandrax', '@PRWorldwide']
@IDWantsColdplay @coldplay Lain tahun ayena , lain rezekina 😭	arisavin18	['@IDWantsColdplay', '@coldplay']
@Drynasse @icedlattefal @bangtanusbhub @IDWantsColdplay @coldplay bisa harusnyaa ya	bulanaprilduarb	['@Drynasse', '@icedlattefal', '@bangtanusbhub', '@IDWantsColdplay', '@coldplay']
@sevirarinandaa Aku ndk hapal lagu Coldplay ..ce 😌	AcengMuska	['@sevirarinandaa']
@IDWantsColdplay @coldplay lebih takut gak dapet tiket sih daripada keabisan duit 😭	Andrimonstah	['@IDWantsColdplay', '@coldplay']
@hariliburmu Coldplay dulu sih belom tentu dia mau konser lagi 🙏🏼	papapicko	['@hariliburmu']
@fxmario Pas Coldplay 2017 di Singapur, segini juga sih.	djaycoholyc	['@fxmario']
@splash_mildd AYO. blg aja ke daddy nya, cm khusus buat coldplay	ca_xxx	['@splash_mildd']
@coldplay COLDPLAAAAAAAAAAAY !!!!! Semoga dapet tiketnya. Please coldplay 2 hari di gbk @sandiuno @Kemenparekraf	SerencengKopi	['@coldplay', '@sandiuno', '@Kemenparekraf']
@tanyakanrl Coldplay bkn kpop 😭	vashaapenin	['@tanyakanrl']
@emaklokal Enggak kak buat dapet presale konser coldplay hahaa kalau debit bca harus yg mastercard	dnskdn_	['@emaklokal']
@atvshw @westenthu Anything can happen nder. Gue aja waktu Oktober 2022 bisa nonton f1 ke Singapore meskipun waktu itu belum kerja. Caranya pinter pinter cari giveaway dan perbanyak berdoa. Siapa tahu keberuntungan berpihak ke kamu dan kita semua bisa nonton Coldplay 🙏❤	Tebe_lams	['@atvshw', '@westenthu']
@Bl0ssomLilly ga pengen nonton coldplay juga?	payungle	['@Bl0ssomLilly']
"@kakmirai Wkwkw gr"" coldplay jadi lupa 🫠🤣🤣 aigoo"	everyjeonsa	['@kakmirai']
"@idextratime Yang kemarin ribut blackpink manggung di gbk mana nii suaranya??
Coldplay manggung juga di gbk masi adem ayem yaaah kwkwkwkwk"	lukman2208	['@idextratime']
@bbyoonmin02 Kita open jastip coldplay kak😍	jastiparfazah	['@bbyoonmin02']
@lovesickgurlxx Daripada mara mara mending latian tangan war tiket coldplay	geeboogee	['@lovesickgurlxx']
@hendcorp @coldplay @mohammadgilangs sepertinya server ga kuat. pake paket mahasiswa dia :v	sanjayatony	['@hendcorp', '@coldplay', '@mohammadgilangs']
@tanyakanrl Monyet kenapa coldplay dikasih cw kpop😭😭	eskimokai	['@tanyakanrl']
@yopielimart @satyadharmaptr @IDWantsColdplay @coldplay Nah ini	gusashdarma	['@yopielimart', '@satyadharmaptr', '@IDWantsColdplay', '@coldplay']
@aespa_official kalo lu gajetot jadi ke indo apa ga, w ke coldplay ya, gue pergi nih, pergi nih gue, gue pergi loh, 1 2 😭 kapan ajg kasi info yg valid😭😭	979901_	['@aespa_official']
@inganggita aamiin mba anggita dapet tiket coldplay satu yang posisinya paling deket panggung	Enonigma	['@inganggita']
@jengkolbclado @IDWantsColdplay @coldplay @bundasohee Guys itu menuju hari ultah w, tolong peka	eudaimoonjia	['@jengkolbclado', '@IDWantsColdplay', '@coldplay', '@bundasohee']
@IDWantsColdplay @coldplay gass ga ? @ivoofficiall	AdityaDhanny	['@IDWantsColdplay', '@coldplay', '@ivoofficiall']
@tanyakanrl kpop? lu beneran fans coldplay ga sih?	keinderrjoy	['@tanyakanrl']
@coldplay Ges jadi ya dirumah gue war nya @arbiirawan @destragiovano	halfbakedl	['@coldplay', '@arbiirawan', '@destragiovano']
@IDWantsColdplay @coldplay Ini gabsa apa war nya tgl 27 may aja stelah gajian ☹️☹️☹️☹️	_pinetrees	['@IDWantsColdplay', '@coldplay']
@rahlikazhr @IDWantsColdplay @coldplay Intinya minimal pnya mbanking bca karna bisa payment via virtual account	nliaffxxt	['@rahlikazhr', '@IDWantsColdplay', '@coldplay']
@jeongsungbbg Tak la maksud I Coldplay nak dtg, sbb diorg tu dah memang legend tapi nampak Malaysia 😅	Chrisjenlina	['@jeongsungbbg']
@JR_Cyrillus @idextratime Coldplay ga terkenal?? dari tau jaman w sd sampw sekarang kuliah tuh group long lasting	vantaethreal	['@JR_Cyrillus', '@idextratime']
@javassr13 udah gausah dipikirin, coldplay cuman sekali doang ke indo mas chris udah ngomong ke gua, terpaksa juga dia ke indo	perenanghandal	['@javassr13']
@kakmirai Iya gitu aja kak. Soalnya nih kan sebong bntr lagi mau pada wamil, siapatau mereka wamil coldplay dateng lagi ke indo kan 👍🏻🥹	vyoxyyy	['@kakmirai']
"Yeay... resmi, Coldplay announced konser 15 November di Jakarta 💃

Wlpn hanya lagu "" Yellow"" yg gue hapal 🤭
Hepi mereka mau konser di Indonesia.

Juni babang Messi @leomessisite 
November group band @coldplay 
Siapa lagi yg mau ke Indonesia nih 😂 https://t.co/qCaO7AkuRS"	mickeydict	['@leomessisite', '@coldplay']
"@ammabylis coldplay lo bilang ""sebatas"" gek? ckckck
hahahhaha 😆😆😆"	diaryumbi	['@ammabylis']
@Jenhelloww coldplay masuk di kpop 😭 oppa chris martinnn	sparklingbobby	['@Jenhelloww']
"@dikifahmii @IDWantsColdplay @coldplay soang soang bg..
wang.. sowang sowang"	OrangeUc1000	['@dikifahmii', '@IDWantsColdplay', '@coldplay']
@jonathanhugo_20 WOI COLDPLAY ANJGGGGG	takoyakirana	['@jonathanhugo_20']
@babydeeeff Kita open jastip coldplay kak😍	jastiparfazah	['@babydeeeff']
@nazilalf Kita open jastip coldplay kak😍	jastiparfazah	['@nazilalf']
@tanyakanrl annyeong haseyo coldplay imnida	sayanganemo	['@tanyakanrl']
@gratedful @IDWantsColdplay @coldplay duh semoga tax nya ga mahal2 deh😭😭😭	taekoogaylaxy	['@gratedful', '@IDWantsColdplay', '@coldplay']
"@IDWantsColdplay @coldplay dapet kek tiketnyaaaa 😭

https://t.co/lNLvhdMdyr"	MoniousSancti	['@IDWantsColdplay', '@coldplay']
@tanyakanrl Coldplay? KPOP? baru tau gueeee😭🙏	mrkilee_	['@tanyakanrl']
@thejurgenholic coldplay lah wkwkw	lunannovaa	['@thejurgenholic']
"[HELP RT]

🎶 OPEN JASTIP KONSER COLDPLAY IN JAKARTA 2023 🎶

@coldplay

🗓15 November 2023, GBK JAKARTA

💳 Fee start from 270k est Bookslot 50k

•Grup jastip
•Sampai tiket fisik
•Refund full harga tix jika tidak dpt
presale BCA / public sale ✅
BCA, DANA, SPAYLATER,DLL https://t.co/dFvACLjuZI"	itsyourbill	['@coldplay']
@tanyakanrl apanya yg kpop anjirr ih cw nya wkwk coldplay bukan dr korea nder	trikvia	['@tanyakanrl']
km pilih smtown apa coldplay senk :) @Novianita_ta	kyupiters	['@Novianita_ta']
@isabelapagp @IDWantsColdplay @coldplay fix serius yaaa	adee142	['@isabelapagp', '@IDWantsColdplay', '@coldplay']
Iya Bang iya @coldplay 🥹	sobatkonser	['@coldplay']
@IDWantsColdplay @coldplay Nggae story nabung nggo ndelok ah	bimsenq	['@IDWantsColdplay', '@coldplay']
@coldplay GBK U BUTUH DP 70% APA GIMANA KAH KOK UDAH PRESALE AJA	lipelolipop	['@coldplay']
@tanyakanrl Sejak kapan pula Coldplay jadi KPop wkwk	svtunning	['@tanyakanrl']
@marundagrind Coldplay bagus sebenernya, cuma overrated aja. https://t.co/3gaa3zvqH6	cuciantetangga	['@marundagrind']
@AnggaPutraF Apa coldplay ini .apa mau konser di negara dg kerusakan lingkungan dan penghornatan thd human rightnya yg rendah...	akhtarw1nirf	['@AnggaPutraF']
coldplay udah, kamu kapan @bmthofficial	untukapakita	['@bmthofficial']
@JR_Cyrillus @idextratime jual tu motor biar bisa beli paket data internet biar tau siapa coldplay dek	Mframadhan3	['@JR_Cyrillus', '@idextratime']
@jjkuki3 @IDWantsColdplay @coldplay Ayo Bun kita cari sugar Daddy 😁	AvrilL1s4	['@jjkuki3', '@IDWantsColdplay', '@coldplay']
sebutkan 3 lagu coldplay @pecandupohung @_tidursantai	ast00r	['@pecandupohung', '@_tidursantai']
@flowoochan cocok cocokan sih tapi lagunya coldplay yang kataku bagus di 3 album awal😂	terkodai	['@flowoochan']
@IDWantsColdplay @coldplay Info dong harganya range brp...	missoriginalsix	['@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay boleh gak yaaa sama doi😂	wiriatamma11	['@IDWantsColdplay', '@coldplay']
@rahpequeno mantan gue wa nonton coldplay yuk ntr gue beliin. gue jawab gue bs beli sndiri 😂	spinksorbet	['@rahpequeno']
@coldplay @SkzBrowniez tahun ini coldplay😭	bybluewind	['@coldplay', '@SkzBrowniez']
@JR_Cyrillus @idextratime Maklum sih, dia ga kenal coldplay, yg dia kenal cuma vicky prasetio yg nyiptain lagu rungkat. Ya hanya sebatas itu, ga perlu marah	gondang_legi	['@JR_Cyrillus', '@idextratime']
@insidefolkative kalo saya punya kesempatan nonton coldplay saya akan puasa senin kami selama 3 bulan full ! amin 🙏	saidsvn	['@insidefolkative']
@dhikaarsptr Kita open jastip coldplay kak😍	jastiparfazah	['@dhikaarsptr']
@IDWantsColdplay @coldplay Demi opo ki ? Tiket e pironan	Brianwksn	['@IDWantsColdplay', '@coldplay']
@coldplay And we even plannjng from now anak nak tnggal mana time ni nanti hahahahah	kekobengan	['@coldplay']
@faridauliar Anjeng baru keluar uang buat Radwimps, Coldplay penjualannya bulan ini juga	Rifqiei	['@faridauliar']
@Raizeeel_ aku pilih coldplay 😔	pppootato	['@Raizeeel_']
Bangke beneran ke indo lagi ni band @coldplay 😭😭😭😭😭😭	prinovanto	['@coldplay']
@septyaning_ @IDWantsColdplay @coldplay Bismillah ikut war	mnnopa	['@septyaning_', '@IDWantsColdplay', '@coldplay']
@abcderinna @IDWantsColdplay @coldplay Cek dm kak	bornt00die	['@abcderinna', '@IDWantsColdplay', '@coldplay']
@coldplay Allahumma sholi ala saidina Muhammad!!! Bisa bisaaa	Jihannurulf31	['@coldplay']
"Dijual cepat sugar glider 4 ekor, langsung bawa sama kandang 1,2jt 
Sebelum 18 May sudah bisa diambil, orangnya mau nonton Coldplay 🤣
@orenanass_ https://t.co/uGFXCZYGAk"	ananda_rizkiy	['@orenanass_']
@yvyvivy Seat mana yang okay dan berbaloi ni bergantung kepada budget sebenarnya. Kalau nak dikirakan berbaloi ikut budget saya adalah CAT 5. Ini bergantung kepada harga tiket Justin Bieber ya sebab masih tak tahu harga tiket untuk coldplay. https://t.co/MuXvcNhK8m	_emint_	['@yvyvivy']
YAKALI GA COLDPLAY CUY GAS GAK @S_AshelJKT48 @R_AdelJKT48	sweetsugarinn	['@S_AshelJKT48', '@R_AdelJKT48']
@tanyakanrl Nih sendernya ngantuk kah? Coldplay western woii	8najaemin	['@tanyakanrl']
@coldplay Nonton ah	Tarunatj	['@coldplay']
@soupkambink minta lah hadiah ultah ke bunda loe tiket konser coldplay	jaeminilkom22	['@soupkambink']
@tanyakanrl bs buat bahan nder!! ayo chatt bilangg ayo nonton coldplay	bbyrassa	['@tanyakanrl']
@IDWantsColdplay @coldplay Ya Allah.. semoga diberi kesempatan nonton pertama kali 🙏😭	vocytaci	['@IDWantsColdplay', '@coldplay']
@risdayanti08 Kita open jastip coldplay kak😍	jastiparfazah	['@risdayanti08']
@nasahoy Kita open jastip coldplay kak😍	jastiparfazah	['@nasahoy']
@IDWantsColdplay @coldplay semoga bisa dapet tiket, siap2 tiket war	Uchihackim21	['@IDWantsColdplay', '@coldplay']
@idextratime Ini lagunya coldplay emang cocok buat bm sepak bola atau olah raga lainnya	shayyll2	['@idextratime']
@idextratime Kita open jastip coldplay kak😍	jastiparfazah	['@idextratime']
@tanyakanrl coldplay dulu di SM	receuhsuuk	['@tanyakanrl']
@tyycann Kita open jastip coldplay kak😍	jastiparfazah	['@tyycann']
@annavanessag @coldplay wala pa	vans_mendoza	['@annavanessag', '@coldplay']
@zhunjino plis bgt ini mah coldplay duduk paling ujung atas jg pasti worth bgt huhu 😭	tazettaflowy	['@zhunjino']
@iamjoelee Aku last tengok Coldplay kat Bangkok, moshpit RM750 mana nak dapat harga tu.	Nashman	['@iamjoelee']
@__bearvante Kita open jastip coldplay kak😍	jastiparfazah	['@__bearvante']
@092lover Kita open jastip coldplay kak😍	jastiparfazah	['@092lover']
@LambeResing Wkwkwkwk pernah disangka vokalis Coldplay	r_bachtiar99	['@LambeResing']
@IDWantsColdplay @coldplay See u in Indonesia 🥹😭😭😭❤️	KhoirunnisaMP	['@IDWantsColdplay', '@coldplay']
@flowerachan abis coldplay langsung taylorswiftt mampus sih kita 😭😭	marceliarisma	['@flowerachan']
Fix in Jakarta @coldplay ? https://t.co/9JXVhVOg9K	arigum	['@coldplay']
@Jaynuary15 70.000 doang lagi 😢 jay blackpink yang kmren 100,000 aja bgtu apalagi coldplay  kebagian gak ni 😹	scorpioman04	['@Jaynuary15']
@ammabylis pokoknya tiket coldplay dulu sih	diaryumbi	['@ammabylis']
@Icloudusky Kita open jastip coldplay kak😍	jastiparfazah	['@Icloudusky']
@tamagachaa Kita open jastip coldplay kak😍	jastiparfazah	['@tamagachaa']
@runrainn Kita open jastip coldplay kak😍	jastiparfazah	['@runrainn']
@IDWantsColdplay @coldplay Hah demi apa jadiiiii?!!!	demutiaa	['@IDWantsColdplay', '@coldplay']
@nadeeramajid Hahaha dia tak tahu lagu coldplay 🤣🤣	degawans	['@nadeeramajid']
@bebiandra @29O999 Kita open jastip coldplay kak😍	jastiparfazah	['@bebiandra', '@29O999']
@deaoktari yuk yuk jastip coldplay nya kackkk	naristaalya	['@deaoktari']
@thisismetryg Kita open jastip coldplay kak😍	jastiparfazah	['@thisismetryg']
@boredjules @coldplay @Nad_Sha @robotys Ayuhhhh . Kita kena try pakai cimb card tu dulu	idacoollah	['@boredjules', '@coldplay', '@Nad_Sha', '@robotys']
@tanyakanrl buset coldplay skrg jd kpop😭😭	jargas1stfan	['@tanyakanrl']
@RaodaKayana Kita open jastip coldplay kak😍	jastiparfazah	['@RaodaKayana']
@hambaprivate Kita open jastip coldplay kak😍	jastiparfazah	['@hambaprivate']
Beneraannnn arghhhhhh wajib kudu nonton, gw dah lepas beberapa kesempatan buat nonton mereka dan harus relain tiket angus di thailand krn ga bisa ksana 😣😣😣 @coldplay #ColdplayIndonesia https://t.co/4C0SJDK1kl	icchhh	['@coldplay']
@rustypinks @taylorswift13 semoga ga kayak coldplay.. baru announce hari ini, ticketing nya minggu depan 😭	niightcrawlers	['@rustypinks', '@taylorswift13']
@agtekiw Kita open jastip coldplay kak😍	jastiparfazah	['@agtekiw']
@crosslight_ @imposthoreu Ngomongin apa nih? Coldplay? Iyaaa aku sama @hellyeahluna mau open jastip	makmumnyajinu	['@crosslight_', '@imposthoreu', '@hellyeahluna']
@AvrilL1s4 @IDWantsColdplay @coldplay Gue ijin boleh tp kata suami duitnya cari sendiri damnnnnnn	rissrynt	['@AvrilL1s4', '@IDWantsColdplay', '@coldplay']
@yujiminn1 Kita open jastip coldplay kak😍	jastiparfazah	['@yujiminn1']
@alnandxx Drone bisa dibeli lagi, do. Coldplay mungkin gak ke indo lagi 😂	iqbalsyaa	['@alnandxx']
@nsrnkawigra @fadlanrasyid @despacitan JUMAT! sekalian war coldplay bareng”	jederemy	['@nsrnkawigra', '@fadlanrasyid', '@despacitan']
@amiwwww27 coba minta playlist coldplay dulu wkwkwk	hkml07_	['@amiwwww27']
@ceweceweee Ngga..tiketnya lumayan..pdhl mah suka bngt  coldplay	Anto71623046	['@ceweceweee']
@kendal_palvin Kita open jastip coldplay kak😍	jastiparfazah	['@kendal_palvin']
@tanyakanrl COLDPLAY BUKAN KPOP?!?!?!?!	sautorue	['@tanyakanrl']
@suhflauwer sekelas coldplay sih ya 😔	InfiniteLjong	['@suhflauwer']
@bro0kline Kita open jastip coldplay kak😍	jastiparfazah	['@bro0kline']
Hello boleh tak tukar ke weekend? At least jumaat. @coldplay @livenationmy	afifuddeenn	['@coldplay', '@livenationmy']
@meemorily Kita open jastip coldplay kak😍	jastiparfazah	['@meemorily']
@leosdotcom coldplay gak?	sleepiece	['@leosdotcom']
@letsbefwend Kita open jastip coldplay kak😍	jastiparfazah	['@letsbefwend']
@Heynammm coldplay belum tentu datang ke indo lagi bang😁	lostinmonday	['@Heynammm']
@_AiHimura_ Wkwkw kali ini coldplay yang menang😭	Jenowsiee	['@_AiHimura_']
@meoowwng Kita open jastip coldplay kak😍	jastiparfazah	['@meoowwng']
@adjisdoaibu Coldplay gak ada matinya	fransihombing6	['@adjisdoaibu']
@tanyakanrl Coldplay kan bukan kpop sksk	cosmoswadesta_	['@tanyakanrl']
@lordperceval63 LU JDI IKUT SG GP APA COLDPLAY	sqainz	['@lordperceval63']
@sambataan Kita open jastip coldplay kak😍	jastiparfazah	['@sambataan']
@doyochiee WEH CUY SAMA😭😭😭 coldplay jarang2 ke sini yaallah	adorablee_mark	['@doyochiee']
@coldplay WA WA WA WA😭😭😭😭😭	lacoco_id	['@coldplay']
@miwasr_ @tanyakanrl Hai kak kita buka jastip untuk konser coldplay, bisa dm kalau mau tanya-tanya ya🙌	Jastip_byVanad	['@miwasr_', '@tanyakanrl']
@cloudysoobinnie Harga VIP mayan juga yaa,, yaa sekelas coldplay sii	healingfanyeon	['@cloudysoobinnie']
@llmalpaca Kita open jastip coldplay kak😍	jastiparfazah	['@llmalpaca']
@ClarissaIcha Wkwkwk iya topik hari ini coldplay, dua selengki dah kelelep	sicupuh	['@ClarissaIcha']
@tiararhmwnt Kita open jastip coldplay kak😍	jastiparfazah	['@tiararhmwnt']
@zzzzzzpai nntn coldplay ya sir	vmscollect	['@zzzzzzpai']
@kurniaoktv @IDWantsColdplay @coldplay WKWKWWK selain pusing memikirkan izin apa, pusing jg duitnya drmn	luvmatch4	['@kurniaoktv', '@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay BISMILLAH DAPET YA ALLAHHH	halogasss	['@IDWantsColdplay', '@coldplay']
@depresheat Kita open jastip coldplay kak😍	jastiparfazah	['@depresheat']
